Link,precio,expensas,Barrio,Sup. cubierta,Antiguedad,Baños,Ambientes,Disposición,Orientación,Dormitorios,Toilettes,Estado,Cocheras,Apto profesional,Permite mascota,Moneda,Total,Barrio_simplificado,m2,precio_m2,expensas_ratio,amb_m2,Antig_binned,log_total
https://www.argenprop.com/departamento-alquiler--18160224,440000.0,115000.0,"Recoleta, Capital Federal",30.0,35.0,,,Interno,Norte,,,Muy Bueno,,,,$,555000.0,Recoleta,30.0,18500.0,0.2072072072072072,,21-40,13.22672519452875
https://www.argenprop.com/departamento-alquiler--18028827,500000.0,225000.0,"Villa Urquiza, Capital Federal",31.0,,1.0,,Contra frente,Sudeste,,,,,,,$,725000.0,Villa Urquiza,31.0,23387.09677419355,0.3103448275862069,,,13.493928313146206
https://www.argenprop.com/departamento-alquiler--8744336,430000.0,130000.0,"Recoleta, Capital Federal",28.0,,1.0,,Contra Frente,Noroeste,,,Muy Bueno,,,,$,560000.0,Recoleta,28.0,20000.0,0.2321428571428571,,,13.235693848424024
https://www.argenprop.com/departamento-alquiler--18304036,650000.0,135000.0,"Recoleta, Capital Federal",,40.0,1.0,2.0,Lateral,Noreste,1.0,,Muy Bueno,,Apto profesi.,,$,785000.0,Recoleta,,,0.1719745222929936,,21-40,13.573440270649083
https://www.argenprop.com/departamento-alquiler--18291889,1593000.0,0.0,"Recoleta, Capital Federal",50.0,,1.0,2.0,Contra Frente,Norte,1.0,,Excelente,,,,USD,1593000.0,Recoleta,50.0,31860.0,0.0,0.04,,14.28113021663838
https://www.argenprop.com/departamento-alquiler--18324880,850000.0,151000.0,"Mataderos, Capital Federal",,35.0,1.0,3.0,Contra Frente,Suroeste,2.0,,Muy Bueno,,Apto profesi.,Per. mascota,$,1001000.0,Mataderos,,,0.1508491508491508,,21-40,13.816511057297856
https://www.argenprop.com/departamento-alquiler--17991117,500000.0,0.0,"Mataderos, Capital Federal",,,1.0,,Frente,,,,Excelente,,,,$,500000.0,Mataderos,,,0.0,,,13.122365377402328
https://www.argenprop.com/departamento-alquiler--18163063,580000.0,90000.0,"Mataderos, Capital Federal",40.0,15.0,1.0,2.0,Contra Frente,Noreste,1.0,,Excelente,,,,$,670000.0,Mataderos,40.0,16750.0,0.1343283582089552,0.05,11-20,13.415034483903348
https://www.argenprop.com/departamento-alquiler--18106021,600000.0,100000.0,"Mataderos, Capital Federal",42.0,20.0,1.0,2.0,Interno,Suroeste,1.0,,Muy Bueno,,,,$,700000.0,Mataderos,42.0,16666.666666666668,0.1428571428571428,0.0476190476190476,11-20,13.45883704259595
https://www.argenprop.com/departamento-alquiler--18323587,600000.0,75000.0,"Mataderos, Capital Federal",28.0,,1.0,2.0,Frente,Oeste,1.0,,Muy Bueno,,,,$,675000.0,Mataderos,28.0,24107.14285714286,0.1111111111111111,0.0714285714285714,,13.42246945133505
https://www.argenprop.com/departamento-alquiler--16150705,400000.0,45000.0,"Mataderos, Capital Federal",38.0,10.0,1.0,,Frente,,,,Excelente,,Apto profesi.,,$,445000.0,Mataderos,38.0,11710.526315789471,0.1011235955056179,,6-10,13.005831808336865
https://www.argenprop.com/departamento-alquiler--13836410,480000.0,15000.0,"Mataderos, Capital Federal",34.0,,1.0,2.0,,,1.0,,,,,,$,495000.0,Mataderos,34.0,14558.823529411764,0.0303030303030303,0.0588235294117647,,13.112315061750808
https://www.argenprop.com/departamento-alquiler--18010323,400000.0,60000.0,"Mataderos, Capital Federal",,,,,Frente,,,,Excelente,,,,$,460000.0,Mataderos,,,0.1304347826086956,,,13.03898394237596
https://www.argenprop.com/departamento-alquiler--15128488,300000.0,53000.0,"Mataderos, Capital Federal",28.0,15.0,1.0,,Contra Frente,Este,,,Muy Bueno,,,,$,353000.0,Mataderos,28.0,12607.142857142857,0.1501416430594901,,11-20,12.77422616877261
https://www.argenprop.com/departamento-alquiler--18236432,550000.0,50000.0,"Mataderos, Capital Federal",30.0,,1.0,,Frente,Noreste,,,Excelente,,Apto profesi.,Per. mascota,$,600000.0,Mataderos,30.0,20000.0,0.0833333333333333,,,13.304686600863562
https://www.argenprop.com/departamento-alquiler--18236475,1300000.0,50000.0,"Mataderos, Capital Federal",70.0,,2.0,4.0,Frente,Noreste,3.0,,Excelente,,Apto profesi.,,$,1350000.0,Mataderos,70.0,19285.714285714286,0.037037037037037,0.0571428571428571,,14.11561589115508
https://www.argenprop.com/departamento-alquiler--18208366,850000.0,10000.0,"Mataderos, Capital Federal",60.0,,1.0,3.0,Frente,,2.0,,Muy Bueno,,Apto profesi.,,$,860000.0,Mataderos,60.0,14333.333333333334,0.0116279069767441,0.05,,13.664688831019712
https://www.argenprop.com/departamento-alquiler--18062076,650000.0,82000.0,"Mataderos, Capital Federal",42.0,,1.0,2.0,Contra frente,,1.0,,Excelente,,Apto profesi.,,$,732000.0,Mataderos,42.0,17428.571428571428,0.1120218579234972,0.0476190476190476,,13.503537159062734
https://www.argenprop.com/departamento-alquiler--18323316,400000.0,143000.0,"Mataderos, Capital Federal",34.0,12.0,1.0,,Contra Frente,Este,,,Muy Bueno,,Apto profesi.,,$,543000.0,Mataderos,34.0,15970.588235294115,0.2633517495395948,,11-20,13.204866440535003
https://www.argenprop.com/departamento-alquiler--10886044,540000.0,60000.0,"Mataderos, Capital Federal",40.0,8.0,1.0,2.0,Frente,Sur,1.0,,Excelente,,Apto profesi.,Per. mascota,$,600000.0,Mataderos,40.0,15000.0,0.1,0.05,6-10,13.304686600863562
